testcase,pop_size,crossover_rate,mutation_rate,k,cost
large_21_N50_M1000,200,0.9,0.2,0,480359
large_21_N50_M1000,200,0.9,0.2,1,479913
large_21_N50_M1000,200,0.9,0.2,2,482251
large_22_N50_M1000,100,0.7,0.05,1,472610
large_22_N50_M1000,100,0.7,0.05,2,469831
large_22_N50_M1000,100,0.7,0.1,0,478278
large_22_N50_M1000,100,0.7,0.1,2,478926
large_22_N50_M1000,100,0.7,0.1,1,477562
large_22_N50_M1000,100,0.7,0.2,0,482433
large_22_N50_M1000,100,0.7,0.2,1,477498
large_22_N50_M1000,100,0.7,0.2,2,480040
large_22_N50_M1000,100,0.8,0.05,0,477474
large_22_N50_M1000,100,0.8,0.05,1,469427
large_22_N50_M1000,100,0.8,0.05,2,474368
large_22_N50_M1000,100,0.8,0.1,0,475051
large_22_N50_M1000,100,0.8,0.1,1,477178
large_22_N50_M1000,100,0.8,0.1,2,476342
large_22_N50_M1000,100,0.8,0.2,0,479468
large_22_N50_M1000,100,0.8,0.2,1,479235
large_22_N50_M1000,100,0.8,0.2,2,472621
large_22_N50_M1000,100,0.9,0.05,1,472054
large_22_N50_M1000,100,0.9,0.05,0,473550
large_22_N50_M1000,100,0.9,0.05,2,470095
large_22_N50_M1000,100,0.9,0.1,0,478713
large_22_N50_M1000,100,0.9,0.1,1,470096
large_22_N50_M1000,100,0.9,0.1,2,479446
large_22_N50_M1000,100,0.9,0.2,0,472806
large_22_N50_M1000,100,0.9,0.2,1,479859
large_22_N50_M1000,100,0.9,0.2,2,478967
large_22_N50_M1000,200,0.7,0.05,0,478208
large_22_N50_M1000,200,0.7,0.05,1,477226
large_22_N50_M1000,200,0.7,0.05,2,476505
large_22_N50_M1000,200,0.7,0.1,0,479463
large_22_N50_M1000,200,0.7,0.1,1,481018
large_22_N50_M1000,200,0.7,0.1,2,475299
large_22_N50_M1000,200,0.7,0.2,0,478834
large_22_N50_M1000,200,0.7,0.2,1,477956
large_22_N50_M1000,200,0.8,0.05,2,481550
large_22_N50_M1000,200,0.7,0.2,2,483572
large_22_N50_M1000,200,0.8,0.05,0,477941
large_22_N50_M1000,200,0.8,0.1,0,479092
large_22_N50_M1000,200,0.8,0.05,1,478568
large_22_N50_M1000,200,0.8,0.2,0,480283
large_22_N50_M1000,200,0.8,0.1,2,479857
large_22_N50_M1000,200,0.8,0.1,1,479986
large_22_N50_M1000,200,0.8,0.2,1,476306
medium_14_N30_M250,100,0.7,0.05,0,63477
medium_14_N30_M250,100,0.7,0.05,1,63513
medium_14_N30_M250,100,0.7,0.05,2,63477
large_22_N50_M1000,200,0.9,0.1,0,474141
large_22_N50_M1000,200,0.9,0.1,2,478699
large_22_N50_M1000,200,0.9,0.1,1,480225
large_22_N50_M1000,200,0.9,0.2,0,478545
medium_14_N30_M250,100,0.7,0.1,0,63477
large_22_N50_M1000,200,0.9,0.2,1,481699
large_22_N50_M1000,200,0.9,0.2,2,481884
medium_14_N30_M250,100,0.7,0.1,1,63513
medium_14_N30_M250,100,0.7,0.1,2,63477
medium_14_N30_M250,100,0.7,0.2,0,63513
large_22_N50_M1000,200,0.9,0.05,0,473938
large_22_N50_M1000,200,0.8,0.2,2,480502
large_22_N50_M1000,200,0.9,0.05,1,471337
large_22_N50_M1000,200,0.9,0.05,2,473575
medium_14_N30_M250,100,0.7,0.2,1,63513
medium_14_N30_M250,100,0.7,0.2,2,63477
medium_14_N30_M250,100,0.8,0.05,0,63477
medium_14_N30_M250,100,0.8,0.05,1,63513
medium_14_N30_M250,100,0.8,0.05,2,63513
medium_14_N30_M250,100,0.8,0.1,0,63477
medium_14_N30_M250,100,0.8,0.1,1,63513
medium_14_N30_M250,100,0.8,0.1,2,63513
medium_14_N30_M250,100,0.8,0.2,0,63477
medium_14_N30_M250,100,0.8,0.2,1,63513
medium_14_N30_M250,100,0.8,0.2,2,63477
medium_14_N30_M250,100,0.9,0.05,0,63513
medium_14_N30_M250,100,0.9,0.05,1,63513
medium_14_N30_M250,100,0.9,0.05,2,63513
medium_14_N30_M250,100,0.9,0.1,0,63513
medium_14_N30_M250,100,0.9,0.1,1,63513
medium_14_N30_M250,100,0.9,0.1,2,63513
medium_14_N30_M250,100,0.9,0.2,0,63513
medium_14_N30_M250,100,0.9,0.2,1,63513
medium_14_N30_M250,100,0.9,0.2,2,63477
medium_14_N30_M250,200,0.7,0.05,0,63477
medium_14_N30_M250,200,0.7,0.05,1,63513
medium_14_N30_M250,200,0.7,0.05,2,63513
medium_14_N30_M250,200,0.7,0.1,0,63477
medium_14_N30_M250,200,0.7,0.1,1,63513
medium_14_N30_M250,200,0.7,0.1,2,63477
medium_14_N30_M250,200,0.7,0.2,0,63477
medium_14_N30_M250,200,0.7,0.2,1,63513
medium_14_N30_M250,200,0.7,0.2,2,63513
medium_14_N30_M250,200,0.8,0.05,0,63477
medium_14_N30_M250,200,0.8,0.05,1,63513
medium_14_N30_M250,200,0.8,0.05,2,63477
medium_14_N30_M250,200,0.8,0.1,0,63513
medium_14_N30_M250,200,0.8,0.1,1,63513
medium_14_N30_M250,200,0.8,0.1,2,63513
medium_14_N30_M250,200,0.8,0.2,0,63513
medium_14_N30_M250,200,0.8,0.2,1,63513
medium_14_N30_M250,200,0.8,0.2,2,63477
medium_14_N30_M250,200,0.9,0.05,0,63477
medium_14_N30_M250,200,0.9,0.05,1,63513
medium_14_N30_M250,200,0.9,0.05,2,63513
medium_14_N30_M250,200,0.9,0.1,0,63477
medium_14_N30_M250,200,0.9,0.1,1,63513
medium_14_N30_M250,200,0.9,0.1,2,63477
medium_14_N30_M250,200,0.9,0.2,0,63477
medium_14_N30_M250,200,0.9,0.2,1,63513
medium_14_N30_M250,200,0.9,0.2,2,63513
medium_15_N30_M300,100,0.7,0.05,1,65019
medium_15_N30_M300,100,0.7,0.05,0,66314
medium_15_N30_M300,100,0.7,0.05,2,65500
medium_15_N30_M300,100,0.7,0.1,0,68527
medium_15_N30_M300,100,0.7,0.1,1,68315
medium_15_N30_M300,100,0.7,0.1,2,67785
medium_15_N30_M300,100,0.7,0.2,0,70874
medium_15_N30_M300,100,0.7,0.2,1,71935
medium_15_N30_M300,100,0.7,0.2,2,71708
medium_15_N30_M300,100,0.8,0.05,0,66110
medium_15_N30_M300,100,0.8,0.05,1,66836
medium_15_N30_M300,100,0.8,0.05,2,64736
medium_15_N30_M300,100,0.8,0.1,0,69643
medium_15_N30_M300,100,0.8,0.1,1,69299
medium_15_N30_M300,100,0.8,0.1,2,68061
medium_15_N30_M300,100,0.8,0.2,0,71246
medium_15_N30_M300,100,0.8,0.2,1,72044
medium_15_N30_M300,100,0.8,0.2,2,69602
medium_15_N30_M300,100,0.9,0.05,0,65116
medium_15_N30_M300,100,0.9,0.05,1,65705
medium_15_N30_M300,100,0.9,0.05,2,66979
medium_15_N30_M300,100,0.9,0.1,0,67388
medium_15_N30_M300,100,0.9,0.1,1,68080
medium_15_N30_M300,100,0.9,0.1,2,68236
medium_15_N30_M300,100,0.9,0.2,0,70879
medium_15_N30_M300,100,0.9,0.2,1,72935
medium_15_N30_M300,100,0.9,0.2,2,71816
medium_15_N30_M300,200,0.7,0.05,0,64380
medium_15_N30_M300,200,0.7,0.05,1,65623
medium_15_N30_M300,200,0.7,0.05,2,65094
medium_15_N30_M300,200,0.7,0.1,0,67416
medium_15_N30_M300,200,0.7,0.1,1,68116
medium_15_N30_M300,200,0.7,0.1,2,67155
medium_15_N30_M300,200,0.7,0.2,0,72957
medium_15_N30_M300,200,0.7,0.2,1,71303
medium_15_N30_M300,200,0.7,0.2,2,71992
medium_15_N30_M300,200,0.8,0.05,0,66511
medium_15_N30_M300,200,0.8,0.05,1,66751
medium_15_N30_M300,200,0.8,0.05,2,64093
medium_15_N30_M300,200,0.8,0.1,1,68014
medium_15_N30_M300,200,0.8,0.1,0,68344
medium_15_N30_M300,200,0.8,0.1,2,68364
medium_15_N30_M300,200,0.8,0.2,0,71135
medium_15_N30_M300,200,0.8,0.2,1,71550
medium_15_N30_M300,200,0.8,0.2,2,70681
medium_15_N30_M300,200,0.9,0.05,0,64589
medium_15_N30_M300,200,0.9,0.05,1,63599
medium_15_N30_M300,200,0.9,0.05,2,64019
medium_15_N30_M300,200,0.9,0.1,0,68037
medium_15_N30_M300,200,0.9,0.1,1,68310
medium_15_N30_M300,200,0.9,0.1,2,68228
medium_15_N30_M300,200,0.9,0.2,0,72195
medium_15_N30_M300,200,0.9,0.2,1,72324
medium_15_N30_M300,200,0.9,0.2,2,71484
medium_17_N35_M400,100,0.7,0.05,0,117126
medium_17_N35_M400,100,0.7,0.05,1,117623
medium_17_N35_M400,100,0.7,0.1,0,118068
medium_17_N35_M400,100,0.7,0.05,2,117306
medium_17_N35_M400,100,0.7,0.1,1,118496
medium_17_N35_M400,100,0.7,0.1,2,119224
medium_17_N35_M400,100,0.7,0.2,0,120594
medium_17_N35_M400,100,0.7,0.2,1,121058
medium_17_N35_M400,100,0.7,0.2,2,120764
medium_17_N35_M400,100,0.8,0.05,0,118143
medium_17_N35_M400,100,0.8,0.05,1,118246
medium_17_N35_M400,100,0.8,0.05,2,117532
medium_17_N35_M400,100,0.8,0.1,0,118612
medium_17_N35_M400,100,0.8,0.1,1,117161
medium_17_N35_M400,100,0.8,0.1,2,118934
medium_17_N35_M400,100,0.8,0.2,0,119935
medium_17_N35_M400,100,0.8,0.2,1,119802
medium_17_N35_M400,100,0.8,0.2,2,120915
medium_17_N35_M400,100,0.9,0.05,0,116406
medium_17_N35_M400,100,0.9,0.05,1,117776
medium_17_N35_M400,100,0.9,0.05,2,116925
medium_17_N35_M400,100,0.9,0.1,0,117878
medium_17_N35_M400,100,0.9,0.1,1,118094
medium_17_N35_M400,100,0.9,0.1,2,120178
medium_17_N35_M400,100,0.9,0.2,0,119591
medium_17_N35_M400,100,0.9,0.2,1,119392
medium_17_N35_M400,100,0.9,0.2,2,121106
medium_17_N35_M400,200,0.7,0.05,0,119120
medium_17_N35_M400,200,0.7,0.05,1,118116
medium_17_N35_M400,200,0.7,0.05,2,116046
medium_17_N35_M400,200,0.7,0.1,1,118134
medium_17_N35_M400,200,0.7,0.1,0,119414
medium_17_N35_M400,200,0.7,0.1,2,118883
medium_17_N35_M400,200,0.7,0.2,0,120115
medium_17_N35_M400,200,0.7,0.2,1,122177
medium_17_N35_M400,200,0.8,0.05,0,117064
medium_17_N35_M400,200,0.7,0.2,2,120038
medium_17_N35_M400,200,0.8,0.05,1,116610
medium_17_N35_M400,200,0.8,0.05,2,118409
medium_17_N35_M400,200,0.8,0.1,0,118219
medium_17_N35_M400,200,0.8,0.1,1,117810
medium_17_N35_M400,200,0.8,0.1,2,118595
medium_17_N35_M400,200,0.8,0.2,0,121920
medium_17_N35_M400,200,0.8,0.2,1,119833
medium_17_N35_M400,200,0.8,0.2,2,120498
medium_17_N35_M400,200,0.9,0.05,0,115770
medium_17_N35_M400,200,0.9,0.05,1,115247
medium_17_N35_M400,200,0.9,0.05,2,118105
medium_17_N35_M400,200,0.9,0.1,0,117546
medium_17_N35_M400,200,0.9,0.1,2,118164
medium_17_N35_M400,200,0.9,0.1,1,115853
medium_17_N35_M400,200,0.9,0.2,0,118322
medium_17_N35_M400,200,0.9,0.2,1,118616
medium_17_N35_M400,200,0.9,0.2,2,118745
